index,author,url,recipeTitle,recipeRating,commentBody,commentType,userID,commentRecommendations,prompt,ai_guess
3,Yewande Komolafe,https://cooking.nytimes.com/recipes/782240874-ugali-white-corn-swallow,Ugali (White Corn Swallow) Recipe,(0),"To my surprise, I found masa arepa in the Mexican section at the local Aldi market.",comment,31509940,0,"

Here's a comment from NYT Cooking:To my surprise, I found masa arepa in the Mexican section at the local Aldi market.

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",thinks_ingredients_hard_to_find
3,Yewande Komolafe,https://cooking.nytimes.com/recipes/782240874-ugali-white-corn-swallow,Ugali (White Corn Swallow) Recipe,(0),I worked for USAID in Kenya one summer when I was in graduate school.  I was a 24-year-old American woman.  The young Kenyan secretaries very kindly befriended me and they were amazed that I had never made ugali.  “How will you get a husband?!” one of them asked.,comment,776678,0,"

Here's a comment from NYT Cooking:I worked for USAID in Kenya one summer when I was in graduate school.  I was a 24-year-old American woman.  The young Kenyan secretaries very kindly befriended me and they were amazed that I had never made ugali.  “How will you get a husband?!” one of them asked.

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",maybe_not_about_the_recipe
4,Yewande Komolafe,https://cooking.nytimes.com/recipes/781538623-basic-cooked-plantains,Basic Cooked Plantains Recipe,(0),"In Guatemala we also cook ripe plantains in a similar way, but with a stick of cinnamon and no salt. Makes a light dessert, an afternoon snack, or just comfort food.",comment,19161245,8,"

Here's a comment from NYT Cooking:In Guatemala we also cook ripe plantains in a similar way, but with a stick of cinnamon and no salt. Makes a light dessert, an afternoon snack, or just comfort food.

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",positive_user_describing_changes
4,Yewande Komolafe,https://cooking.nytimes.com/recipes/781538623-basic-cooked-plantains,Basic Cooked Plantains Recipe,(0),Don’t you mean yellow plantains? Green plantains are not at all sweet.,comment,32923440,1,"

Here's a comment from NYT Cooking:Don’t you mean yellow plantains? Green plantains are not at all sweet.

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",question
5,Yewande Komolafe,https://cooking.nytimes.com/recipes/780518189-mushroom-stuffed-baked-plantains,Mushroom-Stuffed Baked Plantains Recipe,5(32),Peeling a plantain is not an easy task for newcomers. Some instructions (“See tip”?) would be nice.,comment,23319920,38,"

Here's a comment from NYT Cooking:Peeling a plantain is not an easy task for newcomers. Some instructions (“See tip”?) would be nice.

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",thinks_recipe_is_flawed_due_to_technique_or_equipment
5,Yewande Komolafe,https://cooking.nytimes.com/recipes/780518189-mushroom-stuffed-baked-plantains,Mushroom-Stuffed Baked Plantains Recipe,5(32),"Recipe is poorly written.  Admittedly, I could have read through it a couple of times.  Unclear if garlic should simply be mashed or also chopped.  Pay attention to the 'chopped' vs 'minced' cilantro and red onions.  The chopped items go in the sofrito, the minced cilantro goes in the sour cream and the minced onion is used at the end with 1/2 of the chopped tomatoes to finish the dish.  Don't bother buying a medley of mushrooms - the taste of the mushrooms is lost in the sofrito.",comment,57625558,10,"

Here's a comment from NYT Cooking:Recipe is poorly written.  Admittedly, I could have read through it a couple of times.  Unclear if garlic should simply be mashed or also chopped.  Pay attention to the 'chopped' vs 'minced' cilantro and red onions.  The chopped items go in the sofrito, the minced cilantro goes in the sour cream and the minced onion is used at the end with 1/2 of the chopped tomatoes to finish the dish.  Don't bother buying a medley of mushrooms - the taste of the mushrooms is lost in the sofrito.

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",thinks_recipe_is_flawed_due_to_technique_or_equipment
5,Yewande Komolafe,https://cooking.nytimes.com/recipes/780518189-mushroom-stuffed-baked-plantains,Mushroom-Stuffed Baked Plantains Recipe,5(32),There are no fresh plantains available in my rural area; I managed to find frozen ones but they would be unstuffable.  Would bananas work adequately?,comment,193462435,1,"

Here's a comment from NYT Cooking:There are no fresh plantains available in my rural area; I managed to find frozen ones but they would be unstuffable.  Would bananas work adequately?

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",thinks_ingredients_hard_to_find
5,Yewande Komolafe,https://cooking.nytimes.com/recipes/780518189-mushroom-stuffed-baked-plantains,Mushroom-Stuffed Baked Plantains Recipe,5(32),"A sharp paring knife, piercing the ""skin"" at the top and pulling sagittally to the bottom, should do the trick.   Sometimes you need to that in two different locations on the plantain. Tops 2 seconds.",comment,266434089,1,"

Here's a comment from NYT Cooking:A sharp paring knife, piercing the ""skin"" at the top and pulling sagittally to the bottom, should do the trick.   Sometimes you need to that in two different locations on the plantain. Tops 2 seconds.

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",user_responding_to_other_user
5,Yewande Komolafe,https://cooking.nytimes.com/recipes/780518189-mushroom-stuffed-baked-plantains,Mushroom-Stuffed Baked Plantains Recipe,5(32),"The recommended mushrooms are NOT interchangeable: They're vastly different in texture & taste. And, it would be a huge waste of money to make this recipe with any of the suggested mushrooms, since there are many competing flavors in the recipe. Morels are expensive (and seasonal). Maitake,  although it can be cultivated, is also pricey. Shiitake is more expensive than baby bellas, which are nothing more than white button mushrooms grown in different conditions (same species-Agaricus bisporus).",comment,160801280,1,"

Here's a comment from NYT Cooking:The recommended mushrooms are NOT interchangeable: They're vastly different in texture & taste. And, it would be a huge waste of money to make this recipe with any of the suggested mushrooms, since there are many competing flavors in the recipe. Morels are expensive (and seasonal). Maitake,  although it can be cultivated, is also pricey. Shiitake is more expensive than baby bellas, which are nothing more than white button mushrooms grown in different conditions (same species-Agaricus bisporus).

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",thinks_ingredients_hard_to_find
5,Yewande Komolafe,https://cooking.nytimes.com/recipes/780518189-mushroom-stuffed-baked-plantains,Mushroom-Stuffed Baked Plantains Recipe,5(32),"This was a lot of work and did not satisfy my plantain craving, as the taste was completely overwhelmed by the toppings, especially tomato.",comment,52822087,1,"

Here's a comment from NYT Cooking:This was a lot of work and did not satisfy my plantain craving, as the taste was completely overwhelmed by the toppings, especially tomato.

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",thinks_recipe_is_flawed_due_to_flavor
5,Yewande Komolafe,https://cooking.nytimes.com/recipes/780518189-mushroom-stuffed-baked-plantains,Mushroom-Stuffed Baked Plantains Recipe,5(32),Why is the oil divided?,comment,74615496,1,"

Here's a comment from NYT Cooking:Why is the oil divided?

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",question
5,Yewande Komolafe,https://cooking.nytimes.com/recipes/780518189-mushroom-stuffed-baked-plantains,Mushroom-Stuffed Baked Plantains Recipe,5(32),"@Jean If you put it into ""Cooking Mode"" you can quite easily determine where the chopped vs. minced ingredients go.",comment,81853201,0,"

Here's a comment from NYT Cooking:@Jean If you put it into ""Cooking Mode"" you can quite easily determine where the chopped vs. minced ingredients go.

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",user_responding_to_other_user
5,Yewande Komolafe,https://cooking.nytimes.com/recipes/780518189-mushroom-stuffed-baked-plantains,Mushroom-Stuffed Baked Plantains Recipe,5(32),"I found this recipe too hard to follow.
Step 6 “add the sofrito“
What is sofrito? It’s not in the ingredient list and it’s not explained.",comment,108724840,0,"

Here's a comment from NYT Cooking:I found this recipe too hard to follow.
Step 6 “add the sofrito“
What is sofrito? It’s not in the ingredient list and it’s not explained.

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",thinks_recipe_is_flawed_due_to_technique_or_equipment
5,Yewande Komolafe,https://cooking.nytimes.com/recipes/780518189-mushroom-stuffed-baked-plantains,Mushroom-Stuffed Baked Plantains Recipe,5(32),I can't eat tomatoes or tomato paste. Any suggestion for a substituion?,comment,41911272,0,"

Here's a comment from NYT Cooking:I can't eat tomatoes or tomato paste. Any suggestion for a substituion?

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",question
5,Yewande Komolafe,https://cooking.nytimes.com/recipes/780518189-mushroom-stuffed-baked-plantains,Mushroom-Stuffed Baked Plantains Recipe,5(32),"interesting idea, but lots of prep time.",comment,124018209,0,"

Here's a comment from NYT Cooking:interesting idea, but lots of prep time.

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",thinks_recipe_is_flawed_due_to_cooking_time
5,Yewande Komolafe,https://cooking.nytimes.com/recipes/780518189-mushroom-stuffed-baked-plantains,Mushroom-Stuffed Baked Plantains Recipe,5(32),"I added a can of pinto beans for a little more protein, and I used greek yoyo instead of sour cream for the sauce. So good! My plantains were easy to peel because they were quite soft.",comment,108022919,0,"

Here's a comment from NYT Cooking:I added a can of pinto beans for a little more protein, and I used greek yoyo instead of sour cream for the sauce. So good! My plantains were easy to peel because they were quite soft.

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",positive_user_describing_changes
5,Yewande Komolafe,https://cooking.nytimes.com/recipes/780518189-mushroom-stuffed-baked-plantains,Mushroom-Stuffed Baked Plantains Recipe,5(32),My family can't do heat at any level.  Can I just leave the scotch bonnet out?,comment,220593817,0,"

Here's a comment from NYT Cooking:My family can't do heat at any level.  Can I just leave the scotch bonnet out?

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",question
5,Yewande Komolafe,https://cooking.nytimes.com/recipes/780518189-mushroom-stuffed-baked-plantains,Mushroom-Stuffed Baked Plantains Recipe,5(32),"try to get large plantains if possible. the larger ones were easier to stuff. I ended up just pouring the stuffing over the small ones, it works.",comment,142295356,0,"

Here's a comment from NYT Cooking:try to get large plantains if possible. the larger ones were easier to stuff. I ended up just pouring the stuffing over the small ones, it works.

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",positive_user_describing_changes
5,Yewande Komolafe,https://cooking.nytimes.com/recipes/780518189-mushroom-stuffed-baked-plantains,Mushroom-Stuffed Baked Plantains Recipe,5(32),I ended up using four super large plantains and had no tomato paste and neglected to get a full pound of mushrooms. Still after filling the plantains I could not see them. I think I'd call the recipe tomato and mushroom stuffed plantains and use six of them.,comment,22827636,0,"

Here's a comment from NYT Cooking:I ended up using four super large plantains and had no tomato paste and neglected to get a full pound of mushrooms. Still after filling the plantains I could not see them. I think I'd call the recipe tomato and mushroom stuffed plantains and use six of them.

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",positive_user_describing_changes
5,Yewande Komolafe,https://cooking.nytimes.com/recipes/780518189-mushroom-stuffed-baked-plantains,Mushroom-Stuffed Baked Plantains Recipe,5(32),Soooo good. A lot of work but so many delightful tastes in this dish!!,comment,283570404,0,"

Here's a comment from NYT Cooking:Soooo good. A lot of work but so many delightful tastes in this dish!!

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",positive_user_made_as_written
5,Yewande Komolafe,https://cooking.nytimes.com/recipes/780518189-mushroom-stuffed-baked-plantains,Mushroom-Stuffed Baked Plantains Recipe,5(32),"To peel a plantain, cut the ends off, then cut shallowly along one of the ridges. With oiled hands, start at the ridge and begin separating the skin from the flesh with your thumbs in an outward motion.",comment,127606949,0,"

Here's a comment from NYT Cooking:To peel a plantain, cut the ends off, then cut shallowly along one of the ridges. With oiled hands, start at the ridge and begin separating the skin from the flesh with your thumbs in an outward motion.

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",maybe_not_about_the_recipe
6,Yewande Komolafe,https://cooking.nytimes.com/recipes/780328968-ila-okra-soup-with-shrimp-and-greens,Ìlá (Okra Soup With Shrimp and Greens) Recipe,4(16),"What a lovely read, a paean to okra. I have not made this yet but as soon as my little plant in the garden has a yield, I plan to. Thank you, Yewande Komolafe, for brightening my morning.",comment,147716970,15,"

Here's a comment from NYT Cooking:What a lovely read, a paean to okra. I have not made this yet but as soon as my little plant in the garden has a yield, I plan to. Thank you, Yewande Komolafe, for brightening my morning.

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",maybe_not_about_the_recipe
6,Yewande Komolafe,https://cooking.nytimes.com/recipes/780328968-ila-okra-soup-with-shrimp-and-greens,Ìlá (Okra Soup With Shrimp and Greens) Recipe,4(16),"Lovely write-up, and the soup sounds fantastic. Unfortunately there is zero chance I could find the three less common ingredients in my area, and no possible substitutes are presented, even though only one tablespoon of each ingredient is needed for the recipe.",comment,67936514,8,"

Here's a comment from NYT Cooking:Lovely write-up, and the soup sounds fantastic. Unfortunately there is zero chance I could find the three less common ingredients in my area, and no possible substitutes are presented, even though only one tablespoon of each ingredient is needed for the recipe.

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",thinks_ingredients_hard_to_find
